ticket_id,customer_id,region,created_at,category,priority,status,description
TKT-1236,USR-31697,Northeast,2026-06-06 04:10:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-1237,USR-98652,Northeast,2026-06-06 23:28:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1238,USR-79993,Midwest,2026-06-06 19:18:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-1239,USR-98907,Midwest,2026-06-06 07:19:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-1240,USR-75916,Midwest,2026-06-06 18:28:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-1241,USR-28140,Midwest,2026-06-06 16:26:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-1242,USR-82684,Midwest,2026-06-06 08:03:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-1243,USR-20993,Midwest,2026-06-06 03:45:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1244,USR-67340,West,2026-06-06 05:17:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1245,USR-13495,West,2026-06-06 02:58:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1246,USR-39430,Southeast,2026-06-07 11:15:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-1247,USR-29142,Southeast,2026-06-07 00:20:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1248,USR-71487,Southeast,2026-06-07 04:02:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1249,USR-43544,Southeast,2026-06-07 14:39:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1250,USR-79176,Southeast,2026-06-07 06:53:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-1251,USR-25970,Southeast,2026-06-07 13:07:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-1252,USR-69914,Southeast,2026-06-07 01:15:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-1253,USR-12154,Southeast,2026-06-07 02:07:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-1254,USR-48177,Southeast,2026-06-07 20:32:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1255,USR-84798,Southeast,2026-06-07 13:00:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1256,USR-78614,Southeast,2026-06-07 13:11:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1257,USR-76535,Southeast,2026-06-07 11:04:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-1258,USR-93318,Northeast,2026-06-07 17:01:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1259,USR-56805,Northeast,2026-06-07 12:23:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1260,USR-86271,Northeast,2026-06-07 02:22:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-1261,USR-56176,Northeast,2026-06-07 23:48:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-1262,USR-72722,Northeast,2026-06-07 17:21:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-1263,USR-14847,Northeast,2026-06-07 20:11:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-1264,USR-51365,Northeast,2026-06-07 09:12:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1265,USR-43202,Northeast,2026-06-07 09:32:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1266,USR-56789,Northeast,2026-06-07 01:48:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1267,USR-26315,Northeast,2026-06-07 01:55:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-1268,USR-60678,Northeast,2026-06-07 11:27:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1269,USR-58148,Northeast,2026-06-07 10:11:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1270,USR-20345,Northeast,2026-06-07 16:17:00,Login Issue,High,Open,Customer inquiry regarding login issue issue.
TKT-1271,USR-20494,West,2026-06-07 05:34:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1272,USR-88986,West,2026-06-07 10:42:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-1273,USR-56077,West,2026-06-07 22:27:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-1274,USR-67008,West,2026-06-07 14:02:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-1275,USR-57619,West,2026-06-07 08:40:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-1276,USR-14081,West,2026-06-07 16:51:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1277,USR-14561,West,2026-06-07 04:54:00,Refund Request,High,Open,Customer inquiry regarding refund request issue.
TKT-1278,USR-57467,West,2026-06-07 04:04:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-1279,USR-99006,West,2026-06-07 12:36:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1280,USR-85225,West,2026-06-07 14:23:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1281,USR-95139,West,2026-06-07 04:33:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1282,USR-75410,West,2026-06-07 08:15:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1283,USR-44116,West,2026-06-07 16:24:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1284,USR-74382,West,2026-06-07 22:28:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-1285,USR-21506,Southeast,2026-06-08 02:28:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-1286,USR-18511,Southeast,2026-06-08 21:54:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1287,USR-93584,Southeast,2026-06-08 17:34:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1288,USR-25907,Southeast,2026-06-08 05:50:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1289,USR-13445,Southeast,2026-06-08 06:50:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-1290,USR-82305,Southeast,2026-06-08 11:35:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1291,USR-62187,Southeast,2026-06-08 04:39:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1292,USR-63665,Southeast,2026-06-08 22:46:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1293,USR-68979,Southeast,2026-06-08 18:04:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1294,USR-82260,Southeast,2026-06-08 14:43:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1295,USR-75911,Southeast,2026-06-08 20:37:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-1296,USR-49862,Southeast,2026-06-08 01:53:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1297,USR-55353,Southeast,2026-06-08 05:10:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1298,USR-35729,Southeast,2026-06-08 16:57:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-1299,USR-90534,Southeast,2026-06-08 20:35:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-1300,USR-87569,Northeast,2026-06-08 17:05:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-1301,USR-89316,Northeast,2026-06-08 18:09:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-1302,USR-20646,Northeast,2026-06-08 10:53:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1303,USR-84991,Northeast,2026-06-08 01:41:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1304,USR-92203,Northeast,2026-06-08 13:39:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-1305,USR-42096,Northeast,2026-06-08 17:18:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-1306,USR-17852,Northeast,2026-06-08 21:25:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1307,USR-36741,Northeast,2026-06-08 05:28:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-1308,USR-55268,Northeast,2026-06-08 10:38:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1309,USR-23917,Northeast,2026-06-08 12:08:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-1310,USR-68929,Northeast,2026-06-08 10:15:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-1311,USR-60351,Northeast,2026-06-08 07:09:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1312,USR-85718,Northeast,2026-06-08 19:26:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1313,USR-50441,Midwest,2026-06-08 05:31:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1314,USR-69930,Midwest,2026-06-08 15:01:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-1315,USR-16624,Midwest,2026-06-08 07:13:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1316,USR-47453,Midwest,2026-06-08 09:31:00,Refund Request,High,Open,Customer inquiry regarding refund request issue.
TKT-1317,USR-44664,Midwest,2026-06-08 17:00:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1318,USR-62505,Midwest,2026-06-08 23:23:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1319,USR-82512,Midwest,2026-06-08 01:36:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1320,USR-82070,West,2026-06-08 09:04:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1321,USR-25572,West,2026-06-08 08:52:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-1322,USR-83116,West,2026-06-08 04:06:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1323,USR-76731,West,2026-06-08 11:48:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-1324,USR-27961,West,2026-06-08 12:32:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1325,USR-29521,West,2026-06-08 22:21:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1326,USR-90356,West,2026-06-08 19:57:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1327,USR-87820,West,2026-06-08 10:10:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1328,USR-72245,Southeast,2026-06-09 17:31:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1329,USR-64596,Southeast,2026-06-09 00:23:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1330,USR-88238,Southeast,2026-06-09 18:19:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1331,USR-39824,Southeast,2026-06-09 15:16:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-1332,USR-78712,Southeast,2026-06-09 23:03:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1333,USR-99224,Southeast,2026-06-09 20:46:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1334,USR-35006,Southeast,2026-06-09 07:02:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-1335,USR-64127,Southeast,2026-06-09 00:28:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1336,USR-71814,Southeast,2026-06-09 22:13:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-1337,USR-77984,Southeast,2026-06-09 23:46:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1338,USR-78875,Southeast,2026-06-09 06:35:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-1339,USR-54869,Southeast,2026-06-09 12:20:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-1340,USR-89963,Northeast,2026-06-09 17:22:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1341,USR-49124,Northeast,2026-06-09 15:12:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-1342,USR-74094,Northeast,2026-06-09 07:19:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1343,USR-47721,Northeast,2026-06-09 10:30:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1344,USR-61712,Northeast,2026-06-09 03:36:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-1345,USR-47700,Northeast,2026-06-09 11:49:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1346,USR-72793,Northeast,2026-06-09 22:05:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1347,USR-45601,Northeast,2026-06-09 06:12:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-1348,USR-41363,Northeast,2026-06-09 04:06:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-1349,USR-93616,Northeast,2026-06-09 07:03:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1350,USR-71918,Northeast,2026-06-09 07:03:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1351,USR-30701,Northeast,2026-06-09 03:43:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-1352,USR-47649,Northeast,2026-06-09 13:41:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1353,USR-95498,Northeast,2026-06-09 10:18:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1354,USR-32946,Northeast,2026-06-09 18:14:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-1355,USR-74930,Northeast,2026-06-09 13:56:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-1356,USR-84443,Midwest,2026-06-09 09:56:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1357,USR-94058,Midwest,2026-06-09 19:06:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-1358,USR-71344,Midwest,2026-06-09 17:33:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-1359,USR-70150,Midwest,2026-06-09 08:12:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1360,USR-54185,Midwest,2026-06-09 20:16:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1361,USR-90079,Midwest,2026-06-09 09:36:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1362,USR-52982,Midwest,2026-06-09 20:57:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-1363,USR-28430,Midwest,2026-06-09 02:25:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1364,USR-60275,Midwest,2026-06-09 15:20:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1365,USR-86344,West,2026-06-09 07:28:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1366,USR-40972,West,2026-06-09 23:36:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1367,USR-30934,West,2026-06-09 01:42:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1368,USR-25389,West,2026-06-09 12:43:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-1369,USR-38947,West,2026-06-09 20:58:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-1370,USR-89395,West,2026-06-09 07:08:00,Shipping,Low,Open,Customer inquiry regarding shipping issue.
TKT-1371,USR-80453,West,2026-06-09 11:26:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-1372,USR-20730,West,2026-06-09 21:52:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-1373,USR-20237,West,2026-06-09 16:28:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-1374,USR-36497,West,2026-06-09 18:07:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-1375,USR-78202,West,2026-06-09 18:34:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1376,USR-74071,West,2026-06-09 14:07:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-1377,USR-69432,West,2026-06-09 02:57:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1378,USR-17567,West,2026-06-09 04:32:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-1379,USR-10395,Southeast,2026-06-10 09:46:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1380,USR-65534,Southeast,2026-06-10 23:13:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1381,USR-19046,Southeast,2026-06-10 11:44:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1382,USR-27750,Southeast,2026-06-10 15:02:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
